Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
GPU,,Intel,HD 4200 (Mobile 0.85 GHz),433,2.12,2592,https://gpu.userbenchmark.com/SpeedTest/8662/IntelR-HD-Graphics-Family
GPU,,Nvidia,GeForce 9700M GT,434,2.11,170,https://gpu.userbenchmark.com/SpeedTest/12102/NVIDIA-GeForce-9700M-GT
GPU,,Nvidia,GeForce 8600 GTS,435,2.1,1755,https://gpu.userbenchmark.com/SpeedTest/8311/NVIDIA-GeForce-8600-GTS
GPU,,AMD,Radeon HD 8370D,436,2.05,2779,https://gpu.userbenchmark.com/SpeedTest/10640/AMD-Radeon-HD-8370D
GPU,,ATI,Radeon HD 2600-XT,437,2.05,1147,https://gpu.userbenchmark.com/SpeedTest/7897/ATI-Radeon-HD-2600-XT
GPU,,AMD,Radeon  HD 6490M,438,2.05,316,https://gpu.userbenchmark.com/SpeedTest/7775/Radeon-TM-HD-6490M
GPU,,Nvidia,GeForce GT 230M,439,2.01,1909,https://gpu.userbenchmark.com/SpeedTest/8017/NVIDIA-GeForce-GT-230M
GPU,,Intel,HD 3000 (Desktop V2 1.35 GHz),440,2.01,3310,https://gpu.userbenchmark.com/Intel-HD-3000-Desktop-V2-135-GHz/Rating/2170
GPU,,AMD,Radeon HD 7480D,441,1.99,4328,https://gpu.userbenchmark.com/SpeedTest/7856/AMD-Radeon-HD-7480D
GPU,,AMD,Radeon R5,442,1.99,24714,https://gpu.userbenchmark.com/SpeedTest/12264/AMD-RadeonTM-R5-Graphics
GPU,,Nvidia,GeForce GT 520MX,443,1.98,861,https://gpu.userbenchmark.com/SpeedTest/8048/NVIDIA-GeForce-GT-520MX
GPU,,Nvidia,GeForce GT 130M,444,1.98,413,https://gpu.userbenchmark.com/SpeedTest/9306/NVIDIA-GeForce-GT-130M
GPU,,Nvidia,GeForce 610M,445,1.97,2614,https://gpu.userbenchmark.com/SpeedTest/8250/NVIDIA-GeForce-610M
GPU,,AMD,HD 7470,446,1.96,6595,https://gpu.userbenchmark.com/SpeedTest/8681/AMD-Radeon-HD-7000-series
GPU,,Nvidia,GeForce GT 705,447,1.95,2336,https://gpu.userbenchmark.com/SpeedTest/13024/NVIDIA-GeForce-GT-705
GPU,,ATI,Radeon HD 2600,448,1.91,6,https://gpu.userbenchmark.com/SpeedTest/11511/ATI-Radeon-HD-26003600
GPU,,Nvidia,GeForce 9500 GS,449,1.9,877,https://gpu.userbenchmark.com/SpeedTest/11103/NVIDIA-GeForce-9500-GS
GPU,,Nvidia,Quadro FX 770M,450,1.85,570,https://gpu.userbenchmark.com/SpeedTest/7999/NVIDIA-Quadro-FX-770M
GPU,,Nvidia,NVS 4200M,451,1.85,4358,https://gpu.userbenchmark.com/SpeedTest/7966/NVIDIA-NVS-4200M
GPU,,AMD,Radeon HD 7470M,452,1.83,390,https://gpu.userbenchmark.com/SpeedTest/9296/AMD-Radeon-HD-7470M
GPU,,Intel,HD Graphics (G4 Pentium/Celeron 1.05/1.15 GHz),453,1.82,24888,https://gpu.userbenchmark.com/SpeedTest/7701/IntelR-HD-Graphics
GPU,,Nvidia,GeForce GT 520,454,1.81,9793,https://gpu.userbenchmark.com/SpeedTest/7768/NVIDIA-GeForce-GT-520
GPU,,Nvidia,GeForce 9500 GT,455,1.8,15300,https://gpu.userbenchmark.com/SpeedTest/7816/NVIDIA-GeForce-9500-GT
GPU,,Nvidia,GeForce GT 420,456,1.8,4616,https://gpu.userbenchmark.com/SpeedTest/10183/NVIDIA-GeForce-GT-420
GPU,,Nvidia,GeForce GT 520M,457,1.79,2993,https://gpu.userbenchmark.com/SpeedTest/8308/NVIDIA-GeForce-GT-520M
GPU,,Nvidia,Quadro 400,458,1.78,514,https://gpu.userbenchmark.com/SpeedTest/9363/NVIDIA-Quadro-400
GPU,,Nvidia,GeForce GT 610,459,1.77,34505,https://gpu.userbenchmark.com/SpeedTest/7736/NVIDIA-GeForce-GT-610
GPU,,Nvidia,GeForce 9650M-GT,460,1.75,222,https://gpu.userbenchmark.com/SpeedTest/9295/NVIDIA-GeForce-9650M-GT
GPU,,Intel,HD 3000 (Mobile V2 1.3 GHz),461,1.75,65036,https://gpu.userbenchmark.com/SpeedTest/7647/IntelR-HD-Graphics-3000
GPU,,Nvidia,GeForce GT 220M,462,1.75,518,https://gpu.userbenchmark.com/SpeedTest/11828/NVIDIA-GeForce-GT-220M
GPU,,ATI,Mobility Radeon HD 3670,463,1.74,276,https://gpu.userbenchmark.com/SpeedTest/10736/ATI-Mobility-Radeon-HD-3670
GPU,,Nvidia,GeForce 320M,464,1.73,358,https://gpu.userbenchmark.com/SpeedTest/9153/NVIDIA-GeForce-320M
GPU,,AMD,Radeon HD 6480G,465,1.72,2645,https://gpu.userbenchmark.com/SpeedTest/8221/AMD-RadeonTM-HD-6480G
GPU,,ATI,Mobility Radeon HD 2600-XT,466,1.72,165,https://gpu.userbenchmark.com/SpeedTest/9915/ATI-Mobility-Radeon-HD-2600-XT
GPU,,Intel,UHD Graphics 600,467,1.71,3168,https://gpu.userbenchmark.com/SpeedTest/407837/IntelR-UHD-Graphics-600
GPU,,AMD,Radeon R3 Graphics,468,1.71,3213,https://gpu.userbenchmark.com/SpeedTest/12440/AMD-RadeonTM-R3-Graphics
GPU,,ATI,HD 3650,469,1.69,2529,https://gpu.userbenchmark.com/SpeedTest/7982/ATI-Radeon-HD-3600
GPU,,Nvidia,Quadro FX 580,470,1.69,3072,https://gpu.userbenchmark.com/SpeedTest/7761/NVIDIA-Quadro-FX-580
GPU,,AMD,Radeon HD 7400M,471,1.68,3026,https://gpu.userbenchmark.com/SpeedTest/7817/AMD-Radeon-HD-7400M
GPU,,Nvidia,GeForce 8600 GT,472,1.67,6891,https://gpu.userbenchmark.com/SpeedTest/7659/NVIDIA-GeForce-8600-GT
GPU,,Nvidia,Quadro FX 1600M,473,1.67,295,https://gpu.userbenchmark.com/SpeedTest/8782/NVIDIA-Quadro-FX-1600M
GPU,,Intel,HD 3000 (Desktop V1 1.1 GHz),474,1.67,4555,https://gpu.userbenchmark.com/SpeedTest/7649/IntelR-HD-Graphics-3000
GPU,,Nvidia,GeForce 9600M-GT,475,1.66,2806,https://gpu.userbenchmark.com/SpeedTest/7707/NVIDIA-GeForce-9600M-GT
GPU,,AMD,Radeon HD 8400-R3,476,1.64,7489,https://gpu.userbenchmark.com/SpeedTest/11160/AMD-Radeon-HD-8400--R3
GPU,,AMD,Radeon HD 6470M,477,1.63,3735,https://gpu.userbenchmark.com/SpeedTest/7679/AMD-Radeon-HD-6470M
GPU,,AMD,Radeon HD 6450,478,1.6,17645,https://gpu.userbenchmark.com/SpeedTest/7821/AMD-Radeon-HD-6450
GPU,,AMD,Radeon HD 7450,479,1.6,4856,https://gpu.userbenchmark.com/SpeedTest/8053/AMD-RadeonTM-HD-7450
GPU,,ATI,Mobility FireGL V5700,480,1.58,135,https://gpu.userbenchmark.com/SpeedTest/10460/ATI-Mobility-FireGL-V5700
GPU,,Intel,HD 3000 (Mobile V1 1.1/1.2 GHz),481,1.56,118031,https://gpu.userbenchmark.com/SpeedTest/7646/IntelR-HD-Graphics-3000
GPU,,AMD,Radeon HD 7400G,482,1.56,219,https://gpu.userbenchmark.com/SpeedTest/10815/AMD-Radeon-HD-7400G
GPU,,AMD,Radeon HD 6410D,483,1.55,1606,https://gpu.userbenchmark.com/SpeedTest/8199/AMD-Radeon-HD-6410D
GPU,,Nvidia,GeForce 9600M-GS,484,1.53,629,https://gpu.userbenchmark.com/SpeedTest/9821/NVIDIA-GeForce-9600M-GS
GPU,,Nvidia,Quadro NVS 320M,485,1.52,121,https://gpu.userbenchmark.com/SpeedTest/8310/NVIDIA-Quadro-NVS-320M
GPU,,Intel,HD 2500 (Desktop 1.05 GHz),486,1.45,72421,https://gpu.userbenchmark.com/SpeedTest/7696/IntelR-HD-Graphics
GPU,,AMD,Radeon HD 8330,487,1.43,4548,https://gpu.userbenchmark.com/SpeedTest/8155/AMD-Radeon-HD-8330
GPU,,ATI,Radeon HD 2600-PRO,488,1.42,1073,https://gpu.userbenchmark.com/SpeedTest/8524/ATI-Radeon-HD-2600-PRO
GPU,,Nvidia,GeForce 410M,489,1.41,2275,https://gpu.userbenchmark.com/SpeedTest/9169/NVIDIA-GeForce-410M
GPU,,Nvidia,Quadro FX 570M,490,1.4,321,https://gpu.userbenchmark.com/SpeedTest/9414/NVIDIA-Quadro-FX-570M
GPU,,ATI,Mobility Radeon HD 3650,491,1.38,1832,https://gpu.userbenchmark.com/SpeedTest/7902/ATI-Mobility-Radeon-HD-3650
GPU,,Nvidia,NVS 310,492,1.32,2222,https://gpu.userbenchmark.com/SpeedTest/10691/NVIDIA-NVS-310
GPU,,Intel,HD Graphics (G3 Pentium/Celeron 1.0/1.1 GHz),493,1.31,15687,https://gpu.userbenchmark.com/SpeedTest/7695/IntelR-HD-Graphics
GPU,,Nvidia,GeForce 7900 GTX,494,1.29,158,https://gpu.userbenchmark.com/SpeedTest/10625/NVIDIA-GeForce-7900-GTX
GPU,,ATI,Mobility Radeon HD 545v,495,1.27,529,https://gpu.userbenchmark.com/SpeedTest/8734/ATI-Mobility-Radeon-HD-545v
GPU,,Nvidia,Quadro FX 1700,496,1.27,1681,https://gpu.userbenchmark.com/SpeedTest/9158/NVIDIA-Quadro-FX-1700
GPU,,ATI,Mobility Radeon HD 2600,497,1.25,647,https://gpu.userbenchmark.com/SpeedTest/10285/ATI-Mobility-Radeon-HD-2600
GPU,,Nvidia,GeForce GT 320M,498,1.23,1315,https://gpu.userbenchmark.com/SpeedTest/7796/NVIDIA-GeForce-GT-320M
GPU,,Nvidia,GeForce 8600M GT,499,1.23,1435,https://gpu.userbenchmark.com/SpeedTest/8081/NVIDIA-GeForce-8600M-GT
GPU,,AMD,HD 8240,500,1.22,2287,https://gpu.userbenchmark.com/SpeedTest/9779/AMD-Radeon-HD-8240
GPU,,Nvidia,GeForce GT 415M,501,1.21,46,https://gpu.userbenchmark.com/SpeedTest/16834/NVIDIA-GeForce-GT-415M
GPU,,ATI,Radeon HD 4550,502,1.2,2064,https://gpu.userbenchmark.com/SpeedTest/8944/ATI-Radeon-HD-4550
GPU,,AMD,Radeon HD 6370M,503,1.19,560,https://gpu.userbenchmark.com/SpeedTest/10005/AMD-Radeon-HD-6370M
GPU,,ATI,Mobility Radeon HD 4570,504,1.19,317,https://gpu.userbenchmark.com/SpeedTest/7827/ATI-Mobility-Radeon-HD-4570
GPU,,ATI,Mobility Radeon HD 4500,505,1.18,5952,https://gpu.userbenchmark.com/SpeedTest/7949/ATI-Mobility-Radeon-HD-45005100
GPU,,ATI,Mobility Radeon HD 6370,506,1.16,286,https://gpu.userbenchmark.com/SpeedTest/11239/ATI-Mobility-Radeon-HD-6370
GPU,,ATI,Mobility Radeon HD 5470,507,1.15,10402,https://gpu.userbenchmark.com/SpeedTest/7794/ATI-Mobility-Radeon-HD-5470
GPU,,Nvidia,GeForce 9400 GT,508,1.12,7097,https://gpu.userbenchmark.com/SpeedTest/7963/NVIDIA-GeForce-9400-GT
GPU,,AMD,Radeon HD 6300M,509,1.1,1698,https://gpu.userbenchmark.com/SpeedTest/9894/AMD-Radeon-HD-6300M
GPU,,Nvidia,GeForce 310M,510,1.09,4496,https://gpu.userbenchmark.com/SpeedTest/8049/NVIDIA-GeForce-310M
GPU,,AMD,Radeon HD 7350,511,1.09,799,https://gpu.userbenchmark.com/SpeedTest/12157/AMD-Radeon-HD-7350
GPU,,AMD,Radeon HD 6350,512,1.09,1781,https://gpu.userbenchmark.com/SpeedTest/10261/AMD-Radeon-HD-6350
GPU,,Nvidia,GeForce 315M,513,1.08,1603,https://gpu.userbenchmark.com/SpeedTest/10068/NVIDIA-GeForce-315M
GPU,,Nvidia,NVS 3100M,514,1.06,5697,https://gpu.userbenchmark.com/SpeedTest/7837/NVIDIA-NVS-3100M
GPU,,Nvidia,GeForce 310,515,1.05,2038,https://gpu.userbenchmark.com/SpeedTest/9197/NVIDIA-GeForce-310
GPU,,Nvidia,GeForce G210M,516,1.03,855,https://gpu.userbenchmark.com/SpeedTest/8875/NVIDIA-GeForce-G210M
GPU,,ATI,Radeon HD 4300,517,1.03,8972,https://gpu.userbenchmark.com/SpeedTest/7860/ATI-Radeon-HD-43004500
GPU,,AMD,Radeon HD 5450,518,1.02,31099,https://gpu.userbenchmark.com/SpeedTest/7719/AMD-Radeon-HD-5450
GPU,,Nvidia,Quadro FX 380,519,1.01,708,https://gpu.userbenchmark.com/SpeedTest/8914/NVIDIA-Quadro-FX-380
GPU,,ATI,Radeon HD 5400,520,1,5575,https://gpu.userbenchmark.com/SpeedTest/8063/ATI-Radeon-HD-5400
GPU,,AMD,HD 8210,521,1,2786,https://gpu.userbenchmark.com/SpeedTest/7831/AMD-Radeon-HD-8210
GPU,,AMD,FirePro 2270,522,0.98,285,https://gpu.userbenchmark.com/SpeedTest/7813/AMD-FirePro-2270
GPU,,ATI,Mobility Radeon HD 4350,523,0.97,699,https://gpu.userbenchmark.com/SpeedTest/9335/ATI-Mobility-Radeon-HD-43004500
GPU,,Nvidia,NVS 300,524,0.96,1592,https://gpu.userbenchmark.com/SpeedTest/8966/NVIDIA-NVS-300
GPU,,Intel,HD 2000 (Desktop 1.1 GHz),525,0.94,76760,https://gpu.userbenchmark.com/SpeedTest/7697/IntelR-HD-Graphics
GPU,,Nvidia,GeForce 7800 GTX,526,0.94,157,https://gpu.userbenchmark.com/SpeedTest/12348/NVIDIA-GeForce-7800-GTX
GPU,,ATI,Mobility Radeon HD 530v,527,0.92,179,https://gpu.userbenchmark.com/SpeedTest/10176/ATI-Mobility-Radeon-HD-530v
GPU,,Nvidia,GeForce G210,528,0.92,1934,https://gpu.userbenchmark.com/SpeedTest/11784/NVIDIA-GeForce-G210
GPU,,Nvidia,GeForce 210,529,0.92,43401,https://gpu.userbenchmark.com/SpeedTest/7740/NVIDIA-GeForce-210
GPU,,Nvidia,GeForce 305M,530,0.89,23,https://gpu.userbenchmark.com/SpeedTest/10705/NVIDIA-GeForce-305M
GPU,,Nvidia,Quadro FX 4500,531,0.88,229,https://gpu.userbenchmark.com/SpeedTest/8032/NVIDIA-Quadro-FX-4500
GPU,,Nvidia,GeForce 7900 GS,532,0.87,428,https://gpu.userbenchmark.com/SpeedTest/8541/NVIDIA-GeForce-7900-GS
GPU,,ATI,Mobility Radeon HD 4300,533,0.87,1911,https://gpu.userbenchmark.com/SpeedTest/8572/ATI-Mobility-Radeon-HD-4300
GPU,,AMD,Radeon HD 6320,534,0.87,4371,https://gpu.userbenchmark.com/SpeedTest/8103/AMD-Radeon-HD-6320-Graphics
GPU,,AMD,Radeon HD 7340,535,0.87,2722,https://gpu.userbenchmark.com/SpeedTest/8996/AMD-Radeon-HD-7340-Graphics
GPU,,Intel,HD Graphics (G2 Pentium/Celeron 1.1/1.15 GHz),536,0.84,24570,https://gpu.userbenchmark.com/SpeedTest/7699/IntelR-HD-Graphics
GPU,,Nvidia,Quadro FX 3500,537,0.83,450,https://gpu.userbenchmark.com/SpeedTest/10152/NVIDIA-Quadro-FX-3500
GPU,,Nvidia,GeForce 8500 GT,538,0.83,3796,https://gpu.userbenchmark.com/SpeedTest/7777/NVIDIA-GeForce-8500-GT
GPU,,Nvidia,GeForce 8600M GS,539,0.82,644,https://gpu.userbenchmark.com/SpeedTest/8192/NVIDIA-GeForce-8600M-GS
GPU,,Intel,HD Graphics (Clarkdale 0.733/0.9 GHz),540,0.8,13779,https://gpu.userbenchmark.com/SpeedTest/7702/IntelR-HD-Graphics
GPU,,Nvidia,GeForce 7800 GT,541,0.78,174,https://gpu.userbenchmark.com/SpeedTest/8420/NVIDIA-GeForce-7800-GT
GPU,,Intel,HD Graphics (Bay Trail 0.667 - 0.854 GHz),542,0.77,55082,https://gpu.userbenchmark.com/SpeedTest/7698/IntelR-HD-Graphics
GPU,,Nvidia,GeForce 9400M,543,0.75,386,https://gpu.userbenchmark.com/SpeedTest/7998/NVIDIA-GeForce-9400M
GPU,,Nvidia,Quadro FX 570,544,0.74,973,https://gpu.userbenchmark.com/SpeedTest/8189/NVIDIA-Quadro-FX-570
GPU,,AMD,Radeon HD 7310,545,0.74,3952,https://gpu.userbenchmark.com/SpeedTest/9174/AMD-Radeon-HD-7310-Graphics
GPU,,Nvidia,GeForce 8400M GT,546,0.74,246,https://gpu.userbenchmark.com/SpeedTest/10523/NVIDIA-GeForce-8400M-GT
GPU,,AMD,Radeon HD 6310,547,0.73,7261,https://gpu.userbenchmark.com/SpeedTest/7807/AMD-Radeon-HD-6310-Graphics
GPU,,Nvidia,GeForce G105M,548,0.72,1728,https://gpu.userbenchmark.com/SpeedTest/8400/NVIDIA-GeForce-G105M
GPU,,Nvidia,ION,549,0.69,1105,https://gpu.userbenchmark.com/SpeedTest/7884/NVIDIA-ION
GPU,,Nvidia,GeForce Go 7900,550,0.65,83,https://gpu.userbenchmark.com/SpeedTest/9175/NVIDIA-GeForce-Go-7900-GS
GPU,,ATI,Radeon HD 4290,551,0.65,719,https://gpu.userbenchmark.com/SpeedTest/7847/ATI-Radeon-HD-4290
GPU,,Nvidia,GeForce 7600 GT,552,0.64,894,https://gpu.userbenchmark.com/SpeedTest/8028/NVIDIA-GeForce-7600-GT
GPU,,Intel,HD Graphics (Arrandale 0.667/0.766 GHz),553,0.64,70105,https://gpu.userbenchmark.com/SpeedTest/7694/IntelR-HD-Graphics
GPU,,ATI,Radeon HD 3300,554,0.63,597,https://gpu.userbenchmark.com/SpeedTest/7899/ATI-Radeon-HD-3300-Graphics
GPU,,Nvidia,Quadro NVS 140M,555,0.59,650,https://gpu.userbenchmark.com/SpeedTest/7946/NVIDIA-Quadro-NVS-140M
GPU,,Nvidia,GeForce 7800 GS,556,0.58,32,https://gpu.userbenchmark.com/SpeedTest/11875/NVIDIA-GeForce-7800-GS
GPU,,Nvidia,GeForce 8400 GS,557,0.58,14319,https://gpu.userbenchmark.com/SpeedTest/7917/NVIDIA-GeForce-8400-GS
GPU,,Nvidia,Quadro NVS 290,558,0.58,1331,https://gpu.userbenchmark.com/SpeedTest/8083/NVIDIA-Quadro-NVS-290
GPU,,ATI,Mobility Radeon HD 3400,559,0.57,4614,https://gpu.userbenchmark.com/SpeedTest/8480/ATI-Mobility-Radeon-HD-3400
GPU,,AMD,Radeon HD 6290,560,0.57,1403,https://gpu.userbenchmark.com/SpeedTest/7803/AMD-Radeon-HD-6290-Graphics
GPU,,Nvidia,GeForce 8400M GS,561,0.56,1738,https://gpu.userbenchmark.com/SpeedTest/8560/NVIDIA-GeForce-8400M-GS
GPU,,Nvidia,Quadro NVS 295,562,0.55,1323,https://gpu.userbenchmark.com/SpeedTest/12626/NVIDIA-Quadro-NVS-295
GPU,,ATI,Radeon HD 4250,563,0.55,3862,https://gpu.userbenchmark.com/SpeedTest/7965/ATI-Radeon-HD-4250
GPU,,Nvidia,Quadro NVS 160M,564,0.55,1202,https://gpu.userbenchmark.com/SpeedTest/8249/NVIDIA-Quadro-NVS-160M
GPU,,ATI,Radeon HD 3450,565,0.54,3010,https://gpu.userbenchmark.com/SpeedTest/7779/ATI-Radeon-HD-3450---Dell-Optiplex
GPU,,Nvidia,GeForce 9300M GS,566,0.54,2021,https://gpu.userbenchmark.com/SpeedTest/7759/NVIDIA-GeForce-9300M-GS
GPU,,AMD,Radeon HD 6250M,567,0.53,33,https://gpu.userbenchmark.com/SpeedTest/13446/AMD-Radeon-HD-6250M
GPU,,Nvidia,Quadro NVS 450,568,0.52,381,https://gpu.userbenchmark.com/SpeedTest/7791/NVIDIA-Quadro-NVS-450
GPU,,AMD,Radeon HD 6250,569,0.52,998,https://gpu.userbenchmark.com/SpeedTest/8472/AMD-Radeon-HD-6250-Graphics
GPU,,Nvidia,GeForce 9200M GS,570,0.51,704,https://gpu.userbenchmark.com/SpeedTest/9090/NVIDIA-GeForce-9200M-GS
GPU,,Intel,4 Series Internal Chipset,571,0.5,1075,https://gpu.userbenchmark.com/SpeedTest/9993/IntelR-4-Series-Internal-Chipset
GPU,,Nvidia,Quadro FX 1500,572,0.5,354,https://gpu.userbenchmark.com/SpeedTest/11831/NVIDIA-Quadro-FX-1500
GPU,,ATI,FirePro 2260,573,0.5,194,https://gpu.userbenchmark.com/SpeedTest/9852/ATI-FirePro-2260
GPU,,ATI,Radeon HD 4200,574,0.49,8139,https://gpu.userbenchmark.com/SpeedTest/8091/ATI-Radeon-HD-4200
GPU,,Intel,G45/G43 Express Chipset,575,0.49,5782,https://gpu.userbenchmark.com/SpeedTest/7728/IntelR-G45G43-Express-Chipset
GPU,,Intel,Q45/Q43 Express Chipset,576,0.48,18477,https://gpu.userbenchmark.com/SpeedTest/8195/IntelR-Q45Q43-Express-Chipset
GPU,,Nvidia,GeForce 9300 GS,577,0.47,252,https://gpu.userbenchmark.com/SpeedTest/10867/NVIDIA-GeForce-9300-GS
GPU,,ATI,Radeon HD 2400-PRO,578,0.47,1782,https://gpu.userbenchmark.com/SpeedTest/8931/ATI-Radeon-HD-2400-PRO
GPU,,Intel,G41 Express Chipset,579,0.47,23310,https://gpu.userbenchmark.com/SpeedTest/7732/IntelR-G41-Express-Chipset
GPU,,AMD,Radeon X1650,580,0.45,510,https://gpu.userbenchmark.com/SpeedTest/10866/Radeon-X1650
GPU,,Nvidia,GeForce 7600 GS,581,0.45,889,https://gpu.userbenchmark.com/SpeedTest/11979/NVIDIA-GeForce-7600-GS
GPU,,ATI,Mobility Radeon HD 2400,582,0.44,376,https://gpu.userbenchmark.com/SpeedTest/8548/ATI-Mobility-Radeon-HD-2400
GPU,,ATI,Mobility Radeon HD 4250,583,0.43,8631,https://gpu.userbenchmark.com/SpeedTest/8680/ATI-Mobility-Radeon-HD-4250
GPU,,ATI,Radeon HD 3200,584,0.42,4602,https://gpu.userbenchmark.com/SpeedTest/8532/ATI-Radeon-HD-3200-Graphics
GPU,,Nvidia,GeForce 8200,585,0.4,720,https://gpu.userbenchmark.com/SpeedTest/11915/NVIDIA-GeForce-8200
GPU,,ATI,Radeon 3000 Graphics,586,0.39,12914,https://gpu.userbenchmark.com/SpeedTest/7853/ATI-Radeon-3000-Graphics
GPU,,Nvidia,GeForce 6800,587,0.37,199,https://gpu.userbenchmark.com/SpeedTest/9825/NVIDIA-GeForce-6800
GPU,,AMD,Radeon X1600,588,0.37,753,https://gpu.userbenchmark.com/SpeedTest/9407/Radeon-X1600-Series
GPU,,Intel,Mobile Series 4 Express Chipset Family,589,0.37,34851,https://gpu.userbenchmark.com/SpeedTest/7651/Mobile-IntelR-4-Series-Express-Chipset-Family
GPU,,ATI,Radeon 3100 Graphics,590,0.33,741,https://gpu.userbenchmark.com/SpeedTest/9910/ATI-Radeon-3100-Graphics
GPU,,Nvidia,GeForce 8400M G,591,0.33,210,https://gpu.userbenchmark.com/SpeedTest/9009/NVIDIA-GeForce-8400M-G
GPU,,Nvidia,GeForce 6800 GS,592,0.33,109,https://gpu.userbenchmark.com/SpeedTest/10950/NVIDIA-GeForce-6800-GS
GPU,,Nvidia,Quadro NVS 135M,593,0.32,407,https://gpu.userbenchmark.com/SpeedTest/7758/NVIDIA-Quadro-NVS-135M
GPU,,Intel,Graphics Media Accelerator 3150,594,0.32,1,https://gpu.userbenchmark.com/SpeedTest/7678/IntelR-Graphics-Media-Accelerator-3150
GPU,,Nvidia,Quadro FX 3450/4000 SDI,595,0.32,344,https://gpu.userbenchmark.com/SpeedTest/13072/NVIDIA-Quadro-FX-34504000-SDI
GPU,,ATI,Mobility Radeon X1600,596,0.31,300,https://gpu.userbenchmark.com/SpeedTest/8748/ATI-Mobility-Radeon-X1600
GPU,,Nvidia,GeForce Go 7600,597,0.31,274,https://gpu.userbenchmark.com/SpeedTest/7872/NVIDIA-GeForce-Go-7600
GPU,,ATI,MOBILITY FireGL V5250,598,0.3,31,https://gpu.userbenchmark.com/SpeedTest/8385/ATI-MOBILITY-FireGL-V5250
GPU,,Nvidia,GeForce 7300 GT,599,0.3,1080,https://gpu.userbenchmark.com/SpeedTest/8156/NVIDIA-GeForce-7300-GT
GPU,,Nvidia,GeForce 8200M G,600,0.3,982,https://gpu.userbenchmark.com/SpeedTest/7912/NVIDIA-GeForce-8200M-G
GPU,,Nvidia,GeForce 6600 GT,601,0.27,413,https://gpu.userbenchmark.com/SpeedTest/8656/NVIDIA-GeForce-6600-GT
GPU,,Nvidia,GeForce 6600,602,0.21,724,https://gpu.userbenchmark.com/SpeedTest/8606/NVIDIA-GeForce-6600
GPU,,AMD,Radeon X1300,603,0.17,1167,https://gpu.userbenchmark.com/SpeedTest/9011/Radeon-X1300X1550-Series
GPU,,AMD,Radeon X1550,604,0.17,474,https://gpu.userbenchmark.com/SpeedTest/11538/Radeon-X1550-64-bit
GPU,,Nvidia,GeForce 7300 GS,605,0.17,689,https://gpu.userbenchmark.com/SpeedTest/7782/NVIDIA-GeForce-7300-GS
GPU,,ATI,Mobility Radeon X2300,606,0.15,281,https://gpu.userbenchmark.com/SpeedTest/8306/ATI-Mobility-Radeon-X2300
GPU,,Nvidia,GeForce Go 7400,607,0.15,279,https://gpu.userbenchmark.com/SpeedTest/8618/NVIDIA-GeForce-Go-7400
GPU,,Nvidia,GeForce 7300 LE,608,0.14,1083,https://gpu.userbenchmark.com/SpeedTest/7971/NVIDIA-GeForce-7300-LE
GPU,,ATI,Mobility Radeon X1400,609,0.13,323,https://gpu.userbenchmark.com/SpeedTest/7829/ATI-Mobility-Radeon-X1400
GPU,,ATI,Mobility Radeon X1300,610,0.13,274,https://gpu.userbenchmark.com/SpeedTest/11505/ATI-Mobility-Radeon-X1300
GPU,,Nvidia,GeForce Go 7300,611,0.12,425,https://gpu.userbenchmark.com/SpeedTest/7778/NVIDIA-GeForce-Go-7300
GPU,,Nvidia,Quadro NVS 440,612,0.11,85,https://gpu.userbenchmark.com/SpeedTest/10103/NVIDIA-Quadro-NVS-440
GPU,,Nvidia,GeForce 7300 SE,613,0.08,1706,https://gpu.userbenchmark.com/SpeedTest/8767/NVIDIA-GeForce-7300-SE7200-GS
GPU,,Nvidia,GeForce 7100 GS,614,0.07,504,https://gpu.userbenchmark.com/SpeedTest/11594/NVIDIA-GeForce-7100-GS
GPU,,Nvidia,GeForce 7100 / nForce 630i,615,0.07,886,https://gpu.userbenchmark.com/SpeedTest/8642/NVIDIA-GeForce-7100--NVIDIA-nForce-630i
GPU,,Nvidia,GeForce 6200,616,0.07,1221,https://gpu.userbenchmark.com/SpeedTest/9463/NVIDIA-GeForce-6200
GPU,,Nvidia,GeForce 6100,617,0.06,661,https://gpu.userbenchmark.com/SpeedTest/9213/NVIDIA-GeForce-6100
GPU,,Nvidia,GeForce 7025 / nForce 630a,618,0.06,4981,https://gpu.userbenchmark.com/SpeedTest/9258/NVIDIA-GeForce-7025--NVIDIA-nForce-630a
GPU,,Nvidia,GeForce 6150,619,0.06,843,https://gpu.userbenchmark.com/SpeedTest/10968/NVIDIA-GeForce-6150
GPU,,Nvidia,GeForce 6150SE nForce 430,620,0.06,5691,https://gpu.userbenchmark.com/SpeedTest/7763/NVIDIA-GeForce-6150SE-nForce-430
GPU,,Nvidia,GeForce 7150M / nForce 630M,621,0.05,249,https://gpu.userbenchmark.com/SpeedTest/10312/NVIDIA-GeForce-7150M--nForce-630M
